path,section,stars,url,code,public,checked
district-budget/docs/athletic-program-costs-by-sport.pdf,theirs,3,https://drive.google.com/file/d/1KNp5CK-CELcwLjPDQPpgk1aagkSHC-Du/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/lhs-athletics-faq.pdf,theirs,2,https://tts-livesite.rschooltoday.com/sites/lunenburghs.rschoolteams.com/files/files/Private_User/jbunnell/Frequently%20Asked%20Questions.pdf,200,1,2026-09-05
district-budget/docs/additional-town-revenue-spending-plan.pdf,reference,2,https://drive.google.com/file/d/1siNOaM58z3fUYGOK2F5OWiEzl9wgBfNM/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/athletic-program-costs-by-sport.pdf,reference,2,https://drive.google.com/file/d/1KNp5CK-CELcwLjPDQPpgk1aagkSHC-Du/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,reference,2,https://drive.google.com/file/d/1lcgzf6W5T36SBgHYUELXhUF7N5g-w320/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/balanced-budget-slides-3-23-26.pdf,reference,2,https://drive.google.com/file/d/1sWH4_mVHc3oPDIzN14cJ1JazJxcf9JwN/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy27-budget-projections-as-of-3-16-26-with-restorations.pdf,reference,2,https://drive.google.com/file/d/1l3RgnfbIHwja_OAI1QFERj9mmIe-NYd9/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy27-budget-projections-as-of-3-23-26.pdf,reference,2,https://drive.google.com/file/d/1sevLnaVtDTSxrPif9WnVO9LUXFI4AAef/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/final-budget-document.pdf,reference,2,https://drive.google.com/file/d/1wlHAD2YJ1gJ7zQ_F_1n3PiPecEytQdaM/view,200,1,2026-09-05
district-budget/docs/slide-deck-from-the-sc-meeting-3-23-26.pdf,reference,2,https://drive.google.com/file/d/13ofJRpTJWaJ7lZN1ZLjXk8TkhiPt10aZ/view,200,1,2026-09-05
district-budget/docs/3-12-25-town-manager-39-s-budget.pdf,reference,1,https://drive.google.com/file/d/1-VhsxRDJaU2Hq_NWkbDBWy4Gxy6zq8hu/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/budget-hearing-fy20-proposed-lps-budget.pdf,reference,1,https://drive.google.com/open?id=1E8JFnIMnJ5rWUiKzSBrIN4bQ9kJPgyjB,200,1,2026-09-05
district-budget/docs/budget-hearing-fy22-superintendent-39-s-recommended-budget.pdf,reference,1,https://drive.google.com/file/d/1qXW14jN62_E__OK2V2B5rI7_bgsi91z-/view?usp=sharing,200,1,2026-09-05
district-budget/docs/budget-hearing-superintendent-fy22-recommended-budget.pdf,reference,1,https://drive.google.com/file/d/1LuW8loCIeY7VcHgj5NDh8gfY_mpSm4jR/view?usp=sharing,200,1,2026-09-05
district-budget/docs/budget-message-for-families-2-27-26.pdf,reference,1,https://drive.google.com/file/d/1629406huLmh7uEw-owRL-9bu2KEdFwLt/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/community-forums-scheduled-on-school-department-budget.docx,reference,1,https://docs.google.com/document/d/1NrKTOrbVYEEt5tb_WGS3caDkM42oX8ik93RWg26fakE/edit?usp=sharing,200,1,2026-09-05
district-budget/docs/faq-fy25-budget.pdf,reference,1,https://drive.google.com/file/d/1MAq26ixldhSnZ9i6Bh7rjPLUmQBRDDTD/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/final-fy26-town-manager-39-s-target-budget-approved-3-12-25.pdf,reference,1,https://drive.google.com/file/d/1oMrWV7-_K-EYq8ZYxAmoBmU2mSM1XQOJ/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/frequently-asked-questions-november-town-meeting.pdf,reference,1,https://drive.google.com/file/d/1ntDb3MeOIRRLosIF1GqdNMJz6wB5sB68/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy-24-budget-update.pdf,reference,1,https://drive.google.com/file/d/1NVY9BY9c_Q0R9uw1w2_S0pUrlHcr8nQJ/view?usp=share_link,200,1,2026-09-05
district-budget/docs/fy18-non-personnel-supt-recommended-budget-revised-6-6-17.pdf,reference,1,https://drive.google.com/file/d/0B9UcBKxgqY3Pc3ZKZ004VWZiRVE/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy18-personnel-supt-recommended-budget-revised-6-6-17.pdf,reference,1,https://drive.google.com/file/d/0B9UcBKxgqY3PSFFoQ2oyRVJjcFk/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-budget-hearing-document-4-4-18.pdf,reference,1,https://drive.google.com/file/d/1C0zqmCyQN4S_nktpED2ycisfrtzPlGCe/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-final-report.pdf,reference,1,https://drive.google.com/open?id=1iAeGXrjUBda150l6oVg_RAKngZI44SNq,200,1,2026-09-05
district-budget/docs/fy19-proposed-athletics-budget.pdf,reference,1,https://drive.google.com/file/d/1UYTAQzmTbbv2kBVus4zR8lN3i0jqzaTn/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-elementary-school-budget.pdf,reference,1,https://drive.google.com/file/d/1e-rT_X-9uIY5NiHDKhAJlmqlmZx3Bk32/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-health-budget.pdf,reference,1,https://drive.google.com/file/d/1d3vq_Ox8kX3bOFk3AVmqOmDUNvKP06pK/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-high-school-budget.pdf,reference,1,https://drive.google.com/file/d/1t_Uv4FLTdFvqsSiOokeRAubyVAwUUb8J/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-maintenance-budget.pdf,reference,1,https://drive.google.com/file/d/1_c5j70z6xl22mv84TptHXP5Ioj-8hzc-/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-middle-school-budget.pdf,reference,1,https://drive.google.com/file/d/1Wkm4BZBAUrAxu8B2HFmg_g83CX4M5dfH/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-primary-school-budget.pdf,reference,1,https://drive.google.com/file/d/1ghfEP1OAmsD3_3VJhWijBD0oTlJFcMMO/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-special-services-budget.pdf,reference,1,https://drive.google.com/file/d/1X2KXosx0p75RgCZ1fBSuywlmeeL0nQ04/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-proposed-technology-budget.pdf,reference,1,https://drive.google.com/file/d/1jWw7xlJ0pwVX8L9HNVvn5-gqGu9_a7f0/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-school-department-proposed-budget-for-budget-hearing-updated-3-30.pdf,reference,1,https://drive.google.com/file/d/1y3LVA_hxJR5tT-FNmLDH4NwkW2Wrc5Lp/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-school-dept-budget-approved-6-20-18.pdf,reference,1,https://drive.google.com/file/d/1n5zdl-5S9e733CLpKMaUPw_bozfoV8Na/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-school-level-service-budget-3.pdf,reference,1,https://drive.google.com/file/d/1skXK_5dwnGzE4i2C89Zn6dE4v_AjJcS2/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-supt-proposed-expense-budget.pdf,reference,1,https://drive.google.com/file/d/1qRQthVwrMOc6uP-L5707WJUO6m_twKls/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy19-supt-proposed-personnel-budget.pdf,reference,1,https://drive.google.com/file/d/1hFapn8xWkG3SH_Hbqkhte-SNm2dIlidN/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy20-budget-update-recommended-reductions-as-of-february-6-2019.pdf,reference,1,https://drive.google.com/open?id=1OB-9wRp0Th0WXiRoNOVI8_-UTvTIECjl,200,1,2026-09-05
district-budget/docs/fy20-budget-update-recommended-reductions-as-of-march-6-2019.pdf,reference,1,https://drive.google.com/open?id=1dFjZ5KC-RamQDuWF8luyjLkFqRZFriOk,200,1,2026-09-05
district-budget/docs/fy21-approved-school-budget-6-13-20.pdf,reference,1,https://drive.google.com/file/d/1PWvp7zV7GQZOgyHGUbtCOBkYqfjvgGL2/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy21-proposed-budget-april-29-2020.pdf,reference,1,https://drive.google.com/file/d/1tDxM8D2oQ7BuKt5gGiBzxOQkVJl4Xv_g/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy21-recommended-budget-presentation-4-22-20.pdf,reference,1,https://drive.google.com/file/d/10nNbD6OYmngwxKH-pk-6k2Ukg3dDQeAs/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy22-budget-schedule.pdf,reference,1,https://drive.google.com/file/d/1Glo6BCEQDJaeadnyyLUQ2kU3V4BTZfzI/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy23-approved-budget.pdf,reference,1,https://drive.google.com/file/d/1yfaOxs0XQQXVYqzbNcUUW2VjRs3tuU1s/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy23-quarterly-budget-update.pdf,reference,1,https://drive.google.com/file/d/1nPw70g2flOz0puiMHr6VF9uFKGXadx3V/view?usp=share_link,200,1,2026-09-05
district-budget/docs/fy23-superintendent-recommended-budget.pdf,reference,1,https://drive.google.com/file/d/1jfrcOR8NPIC2oGzaqljQfT1SWk5j-aiy/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy23-superintendent-recommended-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1at7iih46R1xhKWdkt4hCj7p_kYEHQiAf/view?usp=sharing,200,1,2026-09-05
district-budget/docs/fy24-approved-budget.pdf,reference,1,https://drive.google.com/file/d/1oa9cOCN1sII1tuN54HBQsSaRQLEztPU1/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy24-superintendent-39-s-recommended-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1fC_PanG7-TaLR84WdJpi1P1_ujSqEnvZ/view?usp=share_link,200,1,2026-09-05
district-budget/docs/fy25-final-approved-budget-expenses-6-5-24.pdf,reference,1,https://drive.google.com/file/d/1wNnSwruB8KuJ4S3hlYucLSU4AXSViKYe/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy25-final-approved-budget-salaries-6-5-24.pdf,reference,1,https://drive.google.com/file/d/1nOiywE7p55WfOFbfXnGRP1yxX52wuppG/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy25-recommended-budget-5-52.pdf,reference,1,https://drive.google.com/file/d/10jitFzL5x1sKBYeZswgFLgdsX4Wnj3Rz/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy25-recommended-budget-update-with-needs-based-budget.pdf,reference,1,https://drive.google.com/file/d/1UhZyJd2AZhAQY4kzrZuSMAyEknZVWR9q/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,reference,1,https://drive.google.com/file/d/1yJNhIyBLVT8mu4GeJuQSjniKCPA41Oyq/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy26-level-service-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1hJagPg9F_zZJ813J5IiiXnkBnsAxswl6/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy26-school-department-budget-fincomm.pdf,reference,1,https://drive.google.com/file/d/10559_Enqo5Aps8Th04CpWu--1d9VC5It/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy26-school-dept-approved-budget-3-12-25.pdf,reference,1,https://drive.google.com/file/d/1ivO3-ZAKXtu0VEJuI7qDv8xEagit_jRq/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy26-superintendent-39-s-proposed-budget-2-26-25-updated-3-12-25.pdf,reference,1,https://drive.google.com/file/d/14AXiUuLT-jLkmR7YxlzWwjVBzsxK8i_h/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy26-superintendent-39-s-proposed-budget-2-26-25-updated-3-12-25.pdf,reference,1,https://drive.google.com/file/d/1sqlWrNsH43AE8JqAAnqNPpOt1mi3gCDU/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy26-superintendent-39-s-proposed-budget-presentation-1-22-25.pdf,reference,1,https://drive.google.com/file/d/1NIFFAn6bpI5cKGdoQokdDhPQo3XyG8X4/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy26-town-manager-39-s-target-budget-2-5-25-presentation.pdf,reference,1,https://drive.google.com/file/d/1OK-Zvco1_7bAswJc2uejSOhYhh3sBcu2/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy27-budget-presentation-to-finance-committee-2-26-26.pdf,reference,1,https://drive.google.com/file/d/1pIqD4oqA7b7XyX0MmzUQbh69eHHpRKob/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy27-budget-projections-as-of-2-16-26-with-restorations.pdf,reference,1,https://drive.google.com/file/d/1xuHmqyZwjzmPJhaBdhCa-w7Ztcl-SHjP/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy27-budget-projections-as-of-2-24-26-with-restorations.pdf,reference,1,https://drive.google.com/file/d/1cuDxh8j84J6R6O7-GwT0kVhvCCPY4qkX/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/fy27-superintendent-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1ULXk_7YVRsfvEUaO7tUCyvYc36XxVbOJ/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/final-fy25-budget-4-3-24.pdf,reference,1,https://drive.google.com/file/d/1zSAyQgXF8M99F-bgkgpG94rHF26-Y4IZ/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/final-fy26-sc-approved-budget-3-12-25-with-level-service-budget.pdf,reference,1,https://drive.google.com/file/d/1rJRsQvLZtRqw5-KHvQb4jlCuZCm_nj1e/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/final-fy26-town-manager-39-s-target-budget.pdf,reference,1,https://drive.google.com/file/d/1YjS4-FaFA5Zy-ZGy6pnkTF3myneKPsq0/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/free-cash-presentation.pdf,reference,1,https://drive.google.com/file/d/1rdtrb2Llu5ILfKDY-4pV3Haz0_BqgRwT/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/lunenburg-school-committee-override-statement.pdf,reference,1,https://drive.google.com/file/d/1pR-jBGbi7SFv2ZEdYRE1BTejU37PeqnK/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/notice-of-public-budget-hearing-2-25.pdf,reference,1,https://drive.google.com/file/d/1E2_Uk0p5EpaXRBrwTUoErZ-22ASxAnAM/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/notice-of-budget-hearing-3-16-22.pdf,reference,1,https://drive.google.com/file/d/16Fi9dvsxHJORgAqgsIBjchsQGD8_XKHR/view?usp=sharing,200,1,2026-09-05
district-budget/docs/notice-of-budget-hearing-april-29-2020.bin,reference,1,https://drive.google.com/file/d/10ks_7K772Qevdw6oEJeSQvQlMAD5k2uW/view?usp=sharing,401,0,2026-09-05
district-budget/docs/notice-of-public-hearing-fy20-budget.pdf,reference,1,https://drive.google.com/open?id=1XK3NgvlkLDMZ4oGt0pUzAvX21JrM4hM8,200,1,2026-09-05
district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,reference,1,https://drive.google.com/file/d/1ncK3VLbUe0Cr7d92ePey7uDS3r8wQr37/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/school-department-fy26-budget-overview.pdf,reference,1,https://drive.google.com/file/d/1XrQR-5AfKCXeg6Hhv_pGg9Wf38_jvzYq/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/summary-page-tm-target-budget-needs-based-level-service.pdf,reference,1,https://drive.google.com/file/d/1WkxOrEVlKCN290Sh04dltCB0jbY_3HcE/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/superintendent-39-s-fy21-budget-identified-needs.pdf,reference,1,https://drive.google.com/file/d/1gySzdcYy5vJO1BDTR2F3rHOXFMEbQqUc/view?usp=sharing,200,1,2026-09-05
district-budget/docs/superintendent-39-s-proposed-budget.docx,reference,1,https://docs.google.com/document/d/1N4rN27vN6JIMB8zc4h0RJ0E5K0Yg6Jfcs3-TqZwdM-Y/edit?usp=sharing,200,1,2026-09-05
district-budget/docs/superintendent-s-budget-recommendations.docx,reference,1,https://docs.google.com/document/d/1RsIjaplMSrIRN1mqLEmDZGgHdLbh_oEkGc0CIl-qO8w/edit?usp=sharing,200,1,2026-09-05
district-budget/docs/superintendent-s-proposed-fy21-budget-presentation.pdf,reference,1,https://drive.google.com/open?id=12yhM5zdKSwBe0Z4_u_vnna13-xeCzTE4,200,1,2026-09-05
district-budget/docs/superintendent-s-recommended-fy20-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1TzaN2O5zfqtpxcFNyWvg0Xq-oMpfxQm2/view?usp=sharing,200,1,2026-09-05
district-budget/docs/tm-budget-side-by-side-view.pdf,reference,1,https://drive.google.com/file/d/1n6at46DkLQNADdDf3PPH8_UHekAB83k5/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/tm-budget-updated-3-12-25.pdf,reference,1,https://drive.google.com/file/d/1gnnCgpWTL0HptwK1tG8EF1DoqYOeDSWf/view?usp=drive_link,200,1,2026-09-05
district-budget/docs/the-tale-of-our-ten-districts.pdf,reference,1,https://drive.google.com/file/d/1gxlUL-yGdEjmSxcxIXplpjEu17UeI598/view?usp=sharing,200,1,2026-09-05
district-budget/docs/town-meeting-budget-presentation.pdf,reference,1,https://drive.google.com/file/d/1ciEXB4jOhnQ4pIpMwHtQnKm0b-AeM9Ay/view?usp=sharing,200,1,2026-09-05
district-budget/docs/town-meeting-fy20-budget-documents.pdf,reference,1,https://drive.google.com/file/d/1CLVdMtkGvtvtHoNJPBL6YEulsEh4OhHO/view?usp=sharing,200,1,2026-09-05
district-budget/docs/updated-town-manager-39-s-budget-sheets-2-66-2-5-25.xlsx,reference,1,https://docs.google.com/spreadsheets/d/1-51ZwN7Bb9qrnM3bPrMMdXveWfrxJq5c/edit?usp=drive_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,200,1,2026-09-05
town-budget/docs/4161-2026-annual-town-election-warrant.pdf,reference,2,https://www.lunenburgma.gov/DocumentCenter/View/4161,200,1,2026-09-05
town-budget/docs/4111-article-13-fy-2027-capital-plan.pdf,reference,2,https://www.lunenburgma.gov/DocumentCenter/View/4111,200,1,2026-09-05
town-budget/docs/4090-click-here-for-a-release-on-quot-understanding-lunenburg-apos-s-fy27-budget-how-.pdf,reference,2,https://www.lunenburgma.gov/DocumentCenter/View/4090,200,1,2026-09-05
town-budget/docs/4082-fy-2027-detailed-budget.pdf,reference,2,https://www.lunenburgma.gov/DocumentCenter/View/4082,200,1,2026-09-05
town-budget/docs/3769-fy-2027-operating-budgets-balanced-tier-1-tier2.pdf,reference,2,https://www.lunenburgma.gov/DocumentCenter/View/3769,200,1,2026-09-05
town-budget/docs/3765-town-meeting-booklet-including-warrant.pdf,reference,2,https://www.lunenburgma.gov/DocumentCenter/View/3765,200,1,2026-09-05
town-budget/docs/1591-town-revenue-amp-proposition-2-5-presentation.pdf,reference,2,https://www.lunenburgma.gov/DocumentCenter/View/1591,200,1,2026-09-05
town-budget/docs/394-1-40-school-resource-officer-pdf.pdf,reference,1,https://www.lunenburgma.gov/DocumentCenter/View/394,200,1,2026-09-05
town-budget/docs/2504-2-3-25-assessor-conference-presentation-pdf.pdf,reference,1,https://www.lunenburgma.gov/DocumentCenter/View/2504,200,1,2026-09-05
town-budget/docs/a162-2015-may-annual-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/162,200,1,2026-09-05
town-budget/docs/a164-2015-november-special-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/164,200,1,2026-09-05
town-budget/docs/a163-2016-may-annual-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/163,200,1,2026-09-05
town-budget/docs/a165-2016-november-special-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/165,200,1,2026-09-05
town-budget/docs/a67-2017-may-annual-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/67,200,1,2026-09-05
town-budget/docs/a166-2017-november-special-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/166,200,1,2026-09-05
town-budget/docs/a61-2018-may-annual-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/61,200,1,2026-09-05
town-budget/docs/a63-2018-november-special-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/63,200,1,2026-09-05
town-budget/docs/a62-2019-may-annual-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/62,200,1,2026-09-05
town-budget/docs/a167-2019-november-special-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/167,200,1,2026-09-05
town-budget/docs/a64-2020-june-annual-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/64,200,1,2026-09-05
town-budget/docs/a65-2020-november-special-town-meeting-booklet-pdf.pdf,reference,1,https://www.lunenburgma.gov/ArchiveCenter/ViewFile/Item/65,200,1,2026-09-05
