vintage,table,variable,estimate,moe,moe_note,geography,about,source_file,sha256
2023,B01001,B01001_025E,25,25,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_026E,5796,400,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_027E,225,137,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_028E,378,115,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_029E,391,155,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_030E,371,187,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_031E,44,34,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_032E,36,32,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_033E,56,72,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_034E,162,138,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_035E,115,74,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_036E,504,155,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_037E,470,151,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_038E,481,145,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_039E,405,175,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_040E,269,150,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_041E,371,135,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_042E,233,136,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_043E,261,94,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_044E,208,105,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_045E,168,67,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_046E,234,88,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_047E,193,90,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_048E,127,64,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B01001,B01001_049E,94,73,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2023-B01001-lunenburg.json,3c371d3a828e55fedd3b772a265700a1e3fb739d469f36ae23ba53d3b6fe7c9f
2023,B11005,B11005_001E,4529,235,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_002E,1477,198,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_003E,1477,198,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_004E,950,175,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_005E,527,209,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_006E,45,44,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_007E,482,213,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_008E,0,21,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_009E,0,21,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_010E,0,21,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_011E,3052,325,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_012E,2028,280,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_013E,1858,281,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_014E,170,85,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_015E,73,51,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_016E,97,71,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_017E,1024,259,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_018E,584,203,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B11005,B11005_019E,440,161,,"Lunenburg town, Worcester County, Massachusetts","Households by presence of people under 18 — the real denominator for ""the 30% who have students in the school""",acs5-2023-B11005-lunenburg.json,0f738e9f499256079794ec194818d0c3ca2b7bcc08c1d806615c192b099ea0d2
2023,B19049,B19049_001E,109753,12275,,"Lunenburg town, Worcester County, Massachusetts","Median household income in the past 12 months, by age of householder — what turns ""seniors on fixed incomes"" from a claim into a number",acs5-2023-B19049-lunenburg.json,1c2f173a60ceaa4a8259f890e014698dc6ceee9e73f1fafe06041ef986a3e9e3
2023,B19049,B19049_002E,-666666666,-222222222,,"Lunenburg town, Worcester County, Massachusetts","Median household income in the past 12 months, by age of householder — what turns ""seniors on fixed incomes"" from a claim into a number",acs5-2023-B19049-lunenburg.json,1c2f173a60ceaa4a8259f890e014698dc6ceee9e73f1fafe06041ef986a3e9e3
2023,B19049,B19049_003E,119500,20747,,"Lunenburg town, Worcester County, Massachusetts","Median household income in the past 12 months, by age of householder — what turns ""seniors on fixed incomes"" from a claim into a number",acs5-2023-B19049-lunenburg.json,1c2f173a60ceaa4a8259f890e014698dc6ceee9e73f1fafe06041ef986a3e9e3
2023,B19049,B19049_004E,129183,21150,,"Lunenburg town, Worcester County, Massachusetts","Median household income in the past 12 months, by age of householder — what turns ""seniors on fixed incomes"" from a claim into a number",acs5-2023-B19049-lunenburg.json,1c2f173a60ceaa4a8259f890e014698dc6ceee9e73f1fafe06041ef986a3e9e3
2023,B19049,B19049_005E,72935,8677,,"Lunenburg town, Worcester County, Massachusetts","Median household income in the past 12 months, by age of householder — what turns ""seniors on fixed incomes"" from a claim into a number",acs5-2023-B19049-lunenburg.json,1c2f173a60ceaa4a8259f890e014698dc6ceee9e73f1fafe06041ef986a3e9e3
2023,B25003,B25003_001E,4529,235,,"Lunenburg town, Worcester County, Massachusetts",Tenure — owner-occupied against renter-occupied,acs5-2023-B25003-lunenburg.json,b95763743e50449c3434d76c5011c84b9f3830ec386f1719f050fe4802ecce17
2023,B25003,B25003_002E,3682,321,,"Lunenburg town, Worcester County, Massachusetts",Tenure — owner-occupied against renter-occupied,acs5-2023-B25003-lunenburg.json,b95763743e50449c3434d76c5011c84b9f3830ec386f1719f050fe4802ecce17
2023,B25003,B25003_003E,847,189,,"Lunenburg town, Worcester County, Massachusetts",Tenure — owner-occupied against renter-occupied,acs5-2023-B25003-lunenburg.json,b95763743e50449c3434d76c5011c84b9f3830ec386f1719f050fe4802ecce17
2018,B01001,B01001_001E,11271,25,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_002E,5407,243,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_003E,226,98,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_004E,192,87,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_005E,629,181,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_006E,313,127,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_007E,182,91,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_008E,25,32,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_009E,10,17,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_010E,112,67,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_011E,159,64,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_012E,241,104,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_013E,245,82,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_014E,341,90,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_015E,581,163,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_016E,550,151,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_017E,445,139,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_018E,136,86,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_019E,197,79,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_020E,110,46,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_021E,142,80,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_022E,223,87,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_023E,172,98,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_024E,110,79,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_025E,66,40,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_026E,5864,242,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_027E,306,146,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_028E,262,106,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_029E,343,112,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_030E,307,135,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
2018,B01001,B01001_031E,97,58,,"Lunenburg town, Worcester County, Massachusetts","Sex by age — the 65-and-over share, and every band beneath it",acs5-2018-B01001-lunenburg.json,693f9671c3106eda23d7108a9998402013ffebf58c95b3faaa077e5edfb2dcbd
