path,section,stars,url,code,public,checked
pdf/fy27-projections-3-23-26.pdf,theirs,3,https://drive.google.com/file/d/1sevLnaVtDTSxrPif9WnVO9LUXFI4AAef/view?usp=drive_link,200,1,2026-08-29
pdf/fy27-final-budget-doc.pdf,theirs,3,https://drive.google.com/file/d/1wlHAD2YJ1gJ7zQ_F_1n3PiPecEytQdaM/view,401,0,2026-08-29
pdf/fy27-multi-scenario-addendum.pdf,theirs,3,https://drive.google.com/file/d/1lcgzf6W5T36SBgHYUELXhUF7N5g-w320/view?usp=drive_link,200,1,2026-08-29
pdf/town-additional-revenue-plan.pdf,theirs,3,https://drive.google.com/file/d/1siNOaM58z3fUYGOK2F5OWiEzl9wgBfNM/view?usp=drive_link,401,0,2026-08-29
pdf/fy27-sc-slidedeck-3-23-26.pdf,theirs,1,https://drive.google.com/file/d/13ofJRpTJWaJ7lZN1ZLjXk8TkhiPt10aZ/view,401,0,2026-08-29
pdf/fy27-balanced-slides-3-23-26.pdf,theirs,1,https://drive.google.com/file/d/1sWH4_mVHc3oPDIzN14cJ1JazJxcf9JwN/view?usp=drive_link,200,1,2026-08-29
pdf/fy27-projections-3-16-26.pdf,theirs,1,https://drive.google.com/file/d/1l3RgnfbIHwja_OAI1QFERj9mmIe-NYd9/view?usp=drive_link,200,1,2026-08-29
pdf/town-fy27-operating-budgets-balanced-tier1-tier2.pdf,theirs,3,https://www.lunenburgma.gov/DocumentCenter/View/3769,200,1,2026-08-29
pdf/town-fy27-budget-press-release.pdf,theirs,3,https://www.lunenburgma.gov/DocumentCenter/View/4090,200,1,2026-08-29
pdf/town-atm-2026-booklet-warrant.pdf,theirs,2,https://www.lunenburgma.gov/DocumentCenter/View/3765,200,1,2026-08-29
pdf/town-fy27-detailed-budget.pdf,theirs,2,https://www.lunenburgma.gov/DocumentCenter/View/4082,200,1,2026-08-29
pdf/town-article13-fy27-capital-plan.pdf,theirs,1,https://www.lunenburgma.gov/DocumentCenter/View/4111,200,1,2026-08-29
pdf/town-2026-election-warrant.pdf,theirs,1,https://www.lunenburgma.gov/DocumentCenter/View/4161,200,1,2026-08-29
pdf/town-revenue-prop25-presentation.pdf,theirs,2,https://www.lunenburgma.gov/DocumentCenter/View/1591,200,1,2026-08-29
pdf/athletic-program-costs-by-sport.pdf,theirs,3,https://drive.google.com/file/d/1KNp5CK-CELcwLjPDQPpgk1aagkSHC-Du/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/additional-town-revenue-spending-plan.pdf,reference,2,https://drive.google.com/file/d/1siNOaM58z3fUYGOK2F5OWiEzl9wgBfNM/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/athletic-program-costs-by-sport.pdf,reference,2,https://drive.google.com/file/d/1KNp5CK-CELcwLjPDQPpgk1aagkSHC-Du/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/budget-addendum-multi-scenario-financial-analysis.pdf,reference,2,https://drive.google.com/file/d/1lcgzf6W5T36SBgHYUELXhUF7N5g-w320/view?usp=drive_link,200,1,2026-08-29
district-budget-page/docs/balanced-budget-slides-3-23-26.pdf,reference,2,https://drive.google.com/file/d/1sWH4_mVHc3oPDIzN14cJ1JazJxcf9JwN/view?usp=drive_link,200,1,2026-08-29
district-budget-page/docs/fy27-budget-projections-as-of-3-16-26-with-restorations.pdf,reference,2,https://drive.google.com/file/d/1l3RgnfbIHwja_OAI1QFERj9mmIe-NYd9/view?usp=drive_link,200,1,2026-08-29
district-budget-page/docs/fy27-budget-projections-as-of-3-23-26.pdf,reference,2,https://drive.google.com/file/d/1sevLnaVtDTSxrPif9WnVO9LUXFI4AAef/view?usp=drive_link,200,1,2026-08-29
district-budget-page/docs/final-budget-document.pdf,reference,2,https://drive.google.com/file/d/1wlHAD2YJ1gJ7zQ_F_1n3PiPecEytQdaM/view,401,0,2026-08-29
district-budget-page/docs/slide-deck-from-the-sc-meeting-3-23-26.pdf,reference,2,https://drive.google.com/file/d/13ofJRpTJWaJ7lZN1ZLjXk8TkhiPt10aZ/view,401,0,2026-08-29
district-budget-page/docs/3-12-25-town-manager-39-s-budget.pdf,reference,1,https://drive.google.com/file/d/1-VhsxRDJaU2Hq_NWkbDBWy4Gxy6zq8hu/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/budget-hearing-fy20-proposed-lps-budget.pdf,reference,1,https://drive.google.com/open?id=1E8JFnIMnJ5rWUiKzSBrIN4bQ9kJPgyjB,200,1,2026-08-29
district-budget-page/docs/budget-hearing-fy22-superintendent-39-s-recommended-budget.pdf,reference,1,https://drive.google.com/file/d/1qXW14jN62_E__OK2V2B5rI7_bgsi91z-/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/budget-hearing-superintendent-fy22-recommended-budget.pdf,reference,1,https://drive.google.com/file/d/1LuW8loCIeY7VcHgj5NDh8gfY_mpSm4jR/view?usp=sharing,401,0,2026-08-29
district-budget-page/docs/budget-message-for-families-2-27-26.pdf,reference,1,https://drive.google.com/file/d/1629406huLmh7uEw-owRL-9bu2KEdFwLt/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/community-forums-scheduled-on-school-department-budget.docx,reference,1,https://docs.google.com/document/d/1NrKTOrbVYEEt5tb_WGS3caDkM42oX8ik93RWg26fakE/edit?usp=sharing,401,0,2026-08-29
district-budget-page/docs/faq-fy25-budget.pdf,reference,1,https://drive.google.com/file/d/1MAq26ixldhSnZ9i6Bh7rjPLUmQBRDDTD/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/final-fy26-town-manager-39-s-target-budget-approved-3-12-25.pdf,reference,1,https://drive.google.com/file/d/1oMrWV7-_K-EYq8ZYxAmoBmU2mSM1XQOJ/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/frequently-asked-questions-november-town-meeting.pdf,reference,1,https://drive.google.com/file/d/1ntDb3MeOIRRLosIF1GqdNMJz6wB5sB68/view?usp=drive_link,401,0,2026-08-29
district-budget-page/docs/fy-24-budget-update.pdf,reference,1,https://drive.google.com/file/d/1NVY9BY9c_Q0R9uw1w2_S0pUrlHcr8nQJ/view?usp=share_link,401,0,2026-08-29
district-budget-page/docs/fy18-non-personnel-supt-recommended-budget-revised-6-6-17.pdf,reference,1,https://drive.google.com/file/d/0B9UcBKxgqY3Pc3ZKZ004VWZiRVE/view?usp=sharing,200,1,2026-08-29
district-budget-page/docs/fy18-personnel-supt-recommended-budget-revised-6-6-17.pdf,reference,1,https://drive.google.com/file/d/0B9UcBKxgqY3PSFFoQ2oyRVJjcFk/view?usp=sharing,200,1,2026-08-29
district-budget-page/docs/fy19-budget-hearing-document-4-4-18.pdf,reference,1,https://drive.google.com/file/d/1C0zqmCyQN4S_nktpED2ycisfrtzPlGCe/view?usp=sharing,200,1,2026-08-29
district-budget-page/docs/fy19-final-report.pdf,reference,1,https://drive.google.com/open?id=1iAeGXrjUBda150l6oVg_RAKngZI44SNq,200,1,2026-08-29
